title	price	listing_url	location	installment	posted_time	year	lower_km	upper_km
KIA RIO 1.4 SE AT 2012	113000000	https://olx.co.id/olxmobbi/item/kia-rio-14-se-at-2012-iid-921830412	Pondok Aren	0.0	13 Jun	2012.0	105000.0	
Kia Rio 2013 AT	115000000	https://olx.co.id/olxmobbi/item/kia-rio-2013-at-iid-921818831	Banguntapan	0.0	13 Jun		105000.0	110000.0
Kia Rio matic 2013	108000000	https://olx.co.id/olxmobbi/item/kia-rio-matic-2013-iid-921814489	Bekasi Barat	0.0	13 Jun		85000.0	90000.0
Jual Mobil Kia Rio ISTIMEWA masih Original 100%	109000000	https://olx.co.id/olxmobbi/item/jual-mobil-kia-rio-istimewa-masih-original-100-iid-921800190	Papandayan	0.0	13 Jun	2013.0	95000.0	100000.0
Kia Rio 2013 Bensin	109000000	https://olx.co.id/olxmobbi/item/kia-rio-2013-bensin-iid-921780878	Cibubur	0.0	12 Jun		85000.0	90000.0
DP 14JT // KIA RIO SE 1.4 MT 2013	109000000	https://olx.co.id/olxmobbi/item/dp-14jt-kia-rio-se-14-mt-2013-iid-921777911	Regol	0.0	12 Jun	2013.0		110000.0
Mobil murah KIA RIO NIK 2014 PEMAKAIAN 2015	106000000	https://olx.co.id/olxmobbi/item/mobil-murah-kia-rio-nik-2014-pemakaian-2015-iid-921763755	Medan Amplas	0.0	12 Jun	2015.0	60000.0	65000.0
Kia Rio 2012 Matic	110000000	https://olx.co.id/olxmobbi/item/kia-rio-2012-matic-iid-921750951	Sidorejo	0.0	12 Jun	2012.0	120000.0	125000.0
Kia Rio 2011 Manual	95000000	https://olx.co.id/olxmobbi/item/kia-rio-2011-manual-iid-921731882	Pekalongan Barat	0.0	11 Jun	2011.0	120000.0	125000.0
Kia New rio SE 2012 1.4 AT	110000000	https://olx.co.id/olxmobbi/item/kia-new-rio-se-2012-14-at-iid-921717953	Ujung Pandang	0.0	11 Jun	2012.0	35000.0	40000.0
TINGGAL PAKE KIA RIO 2014 FREE ACCU	112350000	https://olx.co.id/olxmobbi/item/tinggal-pake-kia-rio-2014-free-accu-iid-921643545	Ngamprah	0.0	11 Jun	2014.0	130000.0	135000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Duren Sawit	2800000.0	25 Jun		115000.0	120000.0
[OLXmobbi] Kia Rio 1.4 Bensin-AT 2013 Merah	109000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-bensin-at-2013-merah-iid-921429446	Cibubur	2400000.0	18 Jun	2013.0	125000.0	130000.0
[OLXmobbi]Kia Rio 1.4 Bensin Manual-2014	141000000	https://olx.co.id/olxmobbi/item/olxmobbikia-rio-14-bensin-manual-2014-iid-921989979	Dinoyo	3100000.0	17 Jun	2014.0	85000.0	90000.0
[OLXmobbi]Kia Rio 1.4 Bensin Manual-2014	141000000	https://olx.co.id/olxmobbi/item/olxmobbikia-rio-14-bensin-manual-2014-iid-921989890	Dinoyo	3100000.0	17 Jun	2014.0		90000.0
[OLX Mobbi] Kia Rio 1.4 SE Bensin-AT 2014 SMO	122000000	https://olx.co.id/olxmobbi/item/olx-mobbi-kia-rio-14-se-bensin-at-2014-smo-iid-921591838	Bambu Apus	2700000.0	14 Jun	2014.0	100000.0	105000.0
KIA RIO TAHUN 2016	125000000	https://olx.co.id/olxmobbi/item/kia-rio-tahun-2016-iid-921699514	Lueng Bata	0.0	10 Jun	2016.0	60000.0	65000.0
KM Low Antik Kia Rio Sunroof ABS 2017 Istimewa #aot#	173000000	https://olx.co.id/olxmobbi/item/km-low-antik-kia-rio-sunroof-abs-2017-istimewa-aot-iid-921688853	Duren Sawit	0.0	10 Jun	2017.0	25000.0	30000.0
KM Low Antik Kia Rio Sunroof ABS 2017 Istimewa #aobe#	173000000	https://olx.co.id/olxmobbi/item/km-low-antik-kia-rio-sunroof-abs-2017-istimewa-aobe-iid-921688778	Bekasi Barat	0.0	10 Jun	2017.0	25000.0	30000.0
KM Low Antik Kia Rio Sunroof ABS 2017 Istimewa #aobr#	173000000	https://olx.co.id/olxmobbi/item/km-low-antik-kia-rio-sunroof-abs-2017-istimewa-aobr-iid-921688697	Kebon Jeruk	0.0	10 Jun	2017.0	25000.0	30000.0
KIA Rio 2013 AB	102000000	https://olx.co.id/olxmobbi/item/kia-rio-2013-ab-iid-921680751	Ngaglik	0.0	10 Jun		115000.0	120000.0
Kia Rio 2013 Bensin	109000000	https://olx.co.id/olxmobbi/item/kia-rio-2013-bensin-iid-921674972	Cibubur	0.0	10 Jun	2013.0		90000.0
KIA RIO 2012 PAJAK BARU BULAN MEI	108000000	https://olx.co.id/olxmobbi/item/kia-rio-2012-pajak-baru-bulan-mei-iid-921625248	Magetan	0.0	09 Jun	2012.0		125000.0
Kia Visto 2001 Bensin	52000000	https://olx.co.id/olxmobbi/item/kia-visto-2001-bensin-iid-921616419	Buahbatu (Margacinta)	0.0	09 Jun		25000.0	30000.0
Cash Termurah Kia Rio Pride Istimewa	59000000	https://olx.co.id/olxmobbi/item/cash-termurah-kia-rio-pride-istimewa-iid-921613978	Tebet		09 Jun		145000.0	150000.0
KIA RIO SE 2014 MANUAL	104000000	https://olx.co.id/olxmobbi/item/kia-rio-se-2014-manual-iid-921569140	Batununggal	0.0	08 Jun	2014.0	75000.0	80000.0
Kia Rio SE manual 2014 kredit murah	110000000	https://olx.co.id/olxmobbi/item/kia-rio-se-manual-2014-kredit-murah-iid-921552138	Sumur Bandung		07 Jun		85000.0	90000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Ciracas	2800000.0	25 Jun	2014.0	115000.0	120000.0
[OLXmobbi] KIA RIO 1.4 BENSIN-MT 2016	149000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-bensin-mt-2016-iid-920032633	Regol	3300000.0	06 Jun	2016.0	50000.0	55000.0
Kia Rio 2011 sedan cash only	49000000	https://olx.co.id/olxmobbi/item/kia-rio-2011-sedan-cash-only-iid-920046967	Ciputat	0.0	07 Jun	2011.0	195000.0	200000.0
DIJUAL KIA RIO 2012 SE 1.4 MT	90000000	https://olx.co.id/olxmobbi/item/dijual-kia-rio-2012-se-14-mt-iid-921509552	Medan Selayang	0.0	07 Jun	2012.0		65000.0
KIA Rio 1.4 Manual 2012	88000000	https://olx.co.id/olxmobbi/item/kia-rio-14-manual-2012-iid-921504876	Bekasi Timur	0.0	06 Jun	2012.0	85000.0	90000.0
Ada diskon / KIA Rio manual 2012 / DP 10jt	97000000	https://olx.co.id/olxmobbi/item/ada-diskon-kia-rio-manual-2012-dp-10jt-iid-918280473	Jetis	0.0	06 Jun	2012.0	100000.0	105000.0
KIA Rio 1.4 2013 AT	105000000	https://olx.co.id/olxmobbi/item/kia-rio-14-2013-at-iid-919660387	Bekasi Jaya	0.0	06 Jun	2013.0	105000.0	
kia rio pride manual 211	69000000	https://olx.co.id/olxmobbi/item/kia-rio-pride-manual-211-iid-921477263	Medan Maimun		06 Jun	2011.0		105000.0
DIJUAL mobil kia rio,lokasi sungailiat	36000000	https://olx.co.id/olxmobbi/item/dijual-mobil-kia-riolokasi-sungailiat-iid-921454078	Taman Sari	0.0	05 Jun	2004.0	105000.0	110000.0
Dp 5jt Kia rio automatic thn 2013	105000000	https://olx.co.id/olxmobbi/item/dp-5jt-kia-rio-automatic-thn-2013-iid-921443518	Medan Kota	0.0	05 Jun	2013.0	80000.0	85000.0
Kia Rio Matik Merah 2020 Sunroof	190000000	https://olx.co.id/olxmobbi/item/kia-rio-matik-merah-2020-sunroof-iid-921441770	Pademangan	0.0	05 Jun	2020.0	35000.0	40000.0
kia rio manual 2013	129000000	https://olx.co.id/olxmobbi/item/kia-rio-manual-2013-iid-921409214	Piyungan		04 Jun	2013.0	20000.0	25000.0
Jual mobil KIA Rio SF tahun 2005	23000000	https://olx.co.id/olxmobbi/item/jual-mobil-kia-rio-sf-tahun-2005-iid-921408747	Mustika Jaya	0.0	04 Jun		55000.0	60000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Pasar Minggu	2800000.0	25 Jun	2014.0	115000.0	120000.0
Kia Rio-Pride 2011 Bensin	63000000	https://olx.co.id/olxmobbi/item/kia-rio-pride-2011-bensin-iid-921384829	Buahbatu (Margacinta)	0.0	04 Jun	2011.0	105000.0	110000.0
Kia Rio at  2013	108000000	https://olx.co.id/olxmobbi/item/kia-rio-at-2013-iid-921376555	Bantar Gebang		04 Jun	2013.0	90000.0	95000.0
Kia Rio 2014 manual	120000000	https://olx.co.id/olxmobbi/item/kia-rio-2014-manual-iid-921351181	Purwokerto Barat	0.0	03 Jun	2014.0		105000.0
Kia All New Rio Sunroof 2017 Istimewa	165000000	https://olx.co.id/olxmobbi/item/kia-all-new-rio-sunroof-2017-istimewa-iid-921338327	Batununggal	0.0	03 Jun	2017.0	80000.0	
Rio 2012 1.4 SE Hatchback	88000000	https://olx.co.id/olxmobbi/item/rio-2012-14-se-hatchback-iid-921329270	Semarang Tengah	0.0	03 Jun	2012.0	35000.0	40000.0
KIA RIO SE MANUAL 2012	87000000	https://olx.co.id/olxmobbi/item/kia-rio-se-manual-2012-iid-921314748	Candisari	0.0	02 Jun	2012.0	55000.0	60000.0
Kia Rio Pride 2011 MT Antik istimewa	59000000	https://olx.co.id/olxmobbi/item/kia-rio-pride-2011-mt-antik-istimewa-iid-921287574	Cibubur	0.0	02 Jun	2011.0		150000.0
KIA RIO 2013 MATIC DP23JT	118000000	https://olx.co.id/olxmobbi/item/kia-rio-2013-matic-dp23jt-iid-921255516	Depok	0.0	01 Jun	2013.0	80000.0	85000.0
Kia Rio 2018 1Tangan Dari Baru	65000000	https://olx.co.id/olxmobbi/item/kia-rio-2018-1tangan-dari-baru-iid-917796144	Medan Tembung	0.0	01 Jun	2018.0	50000.0	55000.0
Kia rio M/T 2012	96000000	https://olx.co.id/olxmobbi/item/kia-rio-mt-2012-iid-921229814	Cimahi Selatan	0.0	31 Mei	2012.0	105000.0	110000.0
Dijual KIA Rio SE MT 2012	88000000	https://olx.co.id/olxmobbi/item/dijual-kia-rio-se-mt-2012-iid-921229029	Semarang Tengah	0.0	31 Mei		140000.0	145000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Kemayoran	2800000.0	25 Jun	2014.0		120000.0
Kia Rio 2012 Bensin	110000000	https://olx.co.id/olxmobbi/item/kia-rio-2012-bensin-iid-921219504	Regol	0.0	31 Mei	2012.0		120000.0
KIA RIO 2014 MANUAL	112000000	https://olx.co.id/olxmobbi/item/kia-rio-2014-manual-iid-921196921	Cigugur	0.0	31 Mei	2014.0	55000.0	60000.0
KIA RIO 2013 MANUAL	100000000	https://olx.co.id/olxmobbi/item/kia-rio-2013-manual-iid-921180913	Senapelan	0.0	30 Mei		85000.0	90000.0
SERVICE RUTIN RESMI!! NEW RIO HATCHBACK SE 1.4 MATIC 2012. SIAP PAKAI	115000000	https://olx.co.id/olxmobbi/item/service-rutin-resmi-new-rio-hatchback-se-14-matic-2012-siap-pakai-iid-921172059	Astana Anyar	0.0	30 Mei	2012.0	110000.0	115000.0
Kia Rio 2012 Bensin	115000000	https://olx.co.id/olxmobbi/item/kia-rio-2012-bensin-iid-921110955	Regol	0.0	29 Mei	2012.0	115000.0	120000.0
Kia Rio Se 2012 Dp 20jt Matic	114000000	https://olx.co.id/olxmobbi/item/kia-rio-se-2012-dp-20jt-matic-iid-921100507	Regol	0.0	29 Mei	2012.0	85000.0	90000.0
KIA Rio 1.4 SE 2012	88000000	https://olx.co.id/olxmobbi/item/kia-rio-14-se-2012-iid-921097635	Semarang Tengah	0.0	29 Mei	2012.0	130000.0	135000.0
KIA Rio sedan 2006 mulus dan sehat	39000000	https://olx.co.id/olxmobbi/item/kia-rio-sedan-2006-mulus-dan-sehat-iid-921082346	Cibarusah		28 Mei	2006.0		
Kia Rio Abu Abu Cantik	120000000	https://olx.co.id/olxmobbi/item/kia-rio-abu-abu-cantik-iid-921049939	Kuta Alam	0.0	28 Mei	2015.0	100000.0	105000.0
Promo / DP 10jt / KIA Rio manual 2012	98000000	https://olx.co.id/olxmobbi/item/promo-dp-10jt-kia-rio-manual-2012-iid-918280365	Laweyan	0.0	27 Mei	2012.0	100000.0	105000.0
Kia Rio SE AT 2012 putih matic bandung hatchback	119000000	https://olx.co.id/olxmobbi/item/kia-rio-se-at-2012-putih-matic-bandung-hatchback-iid-921005306	Regol	0.0	27 Mei	2012.0		105000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Cengkareng	2800000.0	25 Jun	2014.0	115000.0	120000.0
Kia Rio CCVT matik th 2014/2013	109000000	https://olx.co.id/olxmobbi/item/kia-rio-ccvt-matik-th-20142013-iid-915512613	Mlati	0.0	27 Mei	2014.0	120000.0	125000.0
Kia Rio CCVT matik th 2013 /2014	109000000	https://olx.co.id/olxmobbi/item/kia-rio-ccvt-matik-th-2013-2014-iid-915513453	Jatinom	0.0	27 Mei	2013.0	120000.0	125000.0
Kia Rio AT 2013	115000000	https://olx.co.id/olxmobbi/item/kia-rio-at-2013-iid-920975604	Banda Raya	0.0	26 Mei	2013.0		145000.0
[TERMURAH] KIA RIO 1.4 SE AT 2014, MULUS!!	105000000	https://olx.co.id/olxmobbi/item/termurah-kia-rio-14-se-at-2014-mulus-iid-920959370	Semarang Tengah		26 Mei	2014.0	70000.0	75000.0
All new Rio 2012 plat bekasi	90000000	https://olx.co.id/olxmobbi/item/all-new-rio-2012-plat-bekasi-iid-904650836	Pamulang	0.0	20 Sep	2012.0	85000.0	90000.0
Beli Kia Rio (2015) dpt motor	62000000	https://olx.co.id/olxmobbi/item/beli-kia-rio-2015-dpt-motor-iid-899706944	Pasar Kemis	0.0	05 Sep	2015.0	175000.0	180000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Serpong Utara	2800000.0	25 Jun	2014.0	115000.0	120000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Pondok Aren	2800000.0	25 Jun	2014.0	115000.0	120000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Pamulang	2800000.0	25 Jun	2014.0	115000.0	120000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Cipondoh	2800000.0	25 Jun	2014.0	115000.0	120000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Ciledug	2800000.0	25 Jun	2014.0	115000.0	120000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Tigaraksa	2800000.0	25 Jun	2014.0	115000.0	120000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Hita	125000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-hita-iid-920470914	Grogol Petamburan	2800000.0	25 Jun	2014.0	115000.0	120000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo-iid-921054570	Bekasi Timur	2900000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo-iid-921054570	Bekasi Barat	2900000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo-iid-921054570	Bantar Gebang	2900000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo-iid-921054570	Cikarang Barat	2900000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo-iid-921054570	Bekasi Utara	2900000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih(SMO)	115000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putihsmo-iid-922138713	Cikarang Selatan		25 Jun	2014.0	105000.0	
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih(SMO)	115000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putihsmo-iid-922138713	Matraman	2600000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih(SMO)	115000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putihsmo-iid-922138713	Jatinegara	2600000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih(SMO)	115000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putihsmo-iid-922138713	Duren Sawit	2600000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO-)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo--iid-922268793	Mustika Jaya	2900000.0	25 Jun	2014.0	105000.0	110000.0
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO-)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo--iid-922268793	Jatiasih	2900000.0	25 Jun	2014.0	105000.0	
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO-)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo--iid-922268793	Jatiluhur		25 Jun	2014.0	105000.0	
[OLXmobbi] Kia Rio 1.4 SE Bensin-AT 2014 Putih (SMO-)	130000000	https://olx.co.id/olxmobbi/item/olxmobbi-kia-rio-14-se-bensin-at-2014-putih-smo--iid-922268793	Jati Sampurna	2900000.0	25 Jun	2014.0	105000.0	110000.0
